Ville,Lien,Allocataires CAF,Bénéficiaires du RSA, - bénéficiaires du RSA majoré, - bénéficiaires du RSA socle,Bénéficiaires de l'aide au logement, - bénéficiaires de l'APL (aide personnalisée au logement), - bénéficiaires de l'ALF (allocation de logement à caractère familial), - bénéficiaires de l'ALS (allocation de logement à caractère social), - bénéficiaires de l'Allocation pour une location immobilière, - bénéficiaires de l'Allocation pour un achat immobilier,Bénéficiaires des allocations familiales, - bénéficiaires du complément familial, - bénéficiaires de l'allocation de soutien familial, - bénéficiaires de l'allocation de rentrée scolaire,Médecins généralistes,Masseurs-kinésithérapeutes,Dentistes,Infirmiers,Spécialistes ORL,Ophtalmologistes,Dermatologues,Sage-femmes,Pédiatres,Gynécologues,Pharmacies,Urgences,Ambulances,Etablissements de santé de court séjour,Etablissements de santé de moyen séjour,Etablissements de santé de long séjour,Etablissement d'accueil du jeune enfant,Maisons de retraite,Etablissements pour enfants handicapés,Etablissements pour adultes handicapés,Bénéficiaires de la PAJE, - bénéficiaires de l'allocation de base, - bénéficiaires du complément mode de garde pour une assistante maternelle, - bénéficiaires du complément de libre choix d'activité (CLCA ou COLCA), - bénéficiaires de la prime naissance ou adoption,nbre allocataires (2009),nbre allocataires (2010),nbre allocataires (2011),nbre allocataires (2012),nbre allocataires (2013),nbre allocataires (2014),nbre allocataires (2015),nbre allocataires (2016),nbre allocataires (2017),nbre allocataires (2018),nbre allocataires (2019),nbre allocataires (2020),nbre RSA (2009),nbre RSA (2010),nbre RSA (2011),nbre RSA (2012),nbre RSA (2013),nbre RSA (2014),nbre RSA (2015),nbre RSA (2016),nbre RSA (2017),nbre RSA (2018),nbre RSA (2019),nbre RSA (2020),nbre APL (2009),nbre APL (2010),nbre APL (2011),nbre APL (2012),nbre APL (2013),nbre APL (2014),nbre APL (2015),nbre APL (2016),nbre APL (2017),nbre APL (2018),nbre APL (2019),nbre APL (2020),nbre Alloc Familiales (2009),nbre Alloc Familiales (2010),nbre Alloc Familiales (2011),nbre Alloc Familiales (2012),nbre Alloc Familiales (2013),nbre Alloc Familiales (2014),nbre Alloc Familiales (2015),nbre Alloc Familiales (2016),nbre Alloc Familiales (2017),nbre Alloc Familiales (2018),nbre Alloc Familiales (2019),nbre Alloc Familiales (2020)
Chenou (77570),https://www.journaldunet.com/management/ville/chenou/ville-77110/sante-social,26.0,nc,nc,nc,,,,,,,18.0,6.0,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,5.0,nc,nc,30.0,28.0,28.0,28.0,29.0,26.0,24.0,26.0,27.0,27.0,28.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,16.0,15.0,17.0,19.0,19.0,17.0,17.0,18.0,21.0,21.0,18.0
Boissy-le-Châtel (77169),https://www.journaldunet.com/management/ville/boissy-le-chatel/ville-77042/sante-social,425.0,24.0,6.0,24.0,46.0,15.0,26.0,5.0,20.0,26.0,253.0,47.0,13.0,105.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,73.0,49.0,14.0,nc,387.0,370.0,379.0,386.0,399.0,392.0,379.0,387.0,384.0,389.0,398.0,425.0,24.0,24.0,32.0,35.0,34.0,32.0,36.0,25.0,29.0,30.0,30.0,24.0,90.0,77.0,83.0,72.0,72.0,66.0,57.0,52.0,61.0,62.0,58.0,46.0,280.0,274.0,273.0,269.0,274.0,266.0,265.0,251.0,243.0,249.0,249.0,253.0
Beton-Bazoches (77320),https://www.journaldunet.com/management/ville/beton-bazoches/ville-77032/sante-social,157.0,15.0,nc,nc,40.0,13.0,18.0,9.0,30.0,10.0,77.0,18.0,9.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,16.0,8.0,nc,114.0,119.0,102.0,120.0,139.0,135.0,131.0,140.0,143.0,144.0,148.0,157.0,21.0,19.0,13.0,15.0,22.0,21.0,24.0,13.0,17.0,16.0,13.0,15.0,43.0,41.0,29.0,37.0,50.0,47.0,45.0,39.0,38.0,39.0,31.0,40.0,68.0,76.0,67.0,78.0,82.0,84.0,79.0,82.0,83.0,82.0,82.0,77.0
Chevry-en-Sereine (77710),https://www.journaldunet.com/management/ville/chevry-en-sereine/ville-77115/sante-social,69.0,6.0,nc,nc,11.0,nc,9.0,nc,6.0,5.0,35.0,6.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,15.0,5.0,nc,68.0,72.0,70.0,63.0,64.0,67.0,67.0,65.0,70.0,70.0,66.0,69.0,5.0,6.0,5.0,5.0,6.0,9.0,6.0,,,,,,16.0,11.0,14.0,14.0,10.0,12.0,11.0,7.0,12.0,12.0,12.0,11.0,47.0,50.0,51.0,45.0,45.0,49.0,49.0,47.0,43.0,37.0,37.0,35.0
Crisenoy (77390),https://www.journaldunet.com/management/ville/crisenoy/ville-77145/sante-social,81.0,5.0,nc,nc,7.0,nc,nc,nc,5.0,9.0,56.0,8.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,7.0,5.0,nc,75.0,72.0,72.0,80.0,84.0,85.0,88.0,88.0,77.0,74.0,72.0,81.0,,,,,,,,,,,,,14.0,14.0,11.0,12.0,12.0,12.0,9.0,8.0,7.0,6.0,8.0,7.0,60.0,55.0,53.0,61.0,62.0,60.0,64.0,60.0,58.0,56.0,56.0,56.0
Chailly-en-Brie (77120),https://www.journaldunet.com/management/ville/chailly-en-brie/ville-77070/sante-social,222.0,11.0,5.0,11.0,30.0,5.0,17.0,8.0,22.0,8.0,131.0,19.0,12.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,49.0,26.0,10.0,nc,155.0,149.0,142.0,140.0,156.0,162.0,154.0,177.0,176.0,175.0,197.0,222.0,23.0,22.0,17.0,21.0,22.0,24.0,20.0,16.0,10.0,10.0,10.0,11.0,38.0,34.0,27.0,24.0,29.0,27.0,28.0,27.0,31.0,31.0,37.0,30.0,104.0,101.0,100.0,93.0,90.0,95.0,96.0,102.0,110.0,120.0,120.0,131.0
Douy-la-Ramée (77139),https://www.journaldunet.com/management/ville/douy-la-ramee/ville-77163/sante-social,56.0,5.0,nc,nc,6.0,nc,nc,nc,8.0,6.0,41.0,5.0,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,nc,9.0,6.0,nc,39.0,42.0,41.0,44.0,43.0,40.0,43.0,48.0,52.0,52.0,58.0,56.0,,,,,,,,,,,,,14.0,10.0,9.0,7.0,8.0,7.0,6.0,9.0,9.0,9.0,7.0,6.0,34.0,34.0,33.0,32.0,32.0,29.0,31.0,29.0,36.0,41.0,41.0,41.0
Flagy (77940),https://www.journaldunet.com/management/ville/flagy/ville-77184/sante-social,75.0,6.0,nc,nc,8.0,7.0,7.0,5.0,6.0,6.0,45.0,5.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,11.0,8.0,nc,84.0,78.0,79.0,79.0,91.0,80.0,82.0,86.0,84.0,84.0,84.0,75.0,,7.0,5.0,,8.0,6.0,6.0,,5.0,5.0,,6.0,14.0,13.0,10.0,9.0,12.0,8.0,7.0,5.0,9.0,9.0,11.0,8.0,59.0,58.0,56.0,55.0,55.0,57.0,55.0,59.0,53.0,49.0,49.0,45.0
Bouleurs (77580),https://www.journaldunet.com/management/ville/bouleurs/ville-77047/sante-social,273.0,18.0,9.0,19.0,48.0,24.0,15.0,9.0,40.0,8.0,163.0,16.0,10.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,46.0,36.0,9.0,nc,180.0,181.0,180.0,190.0,190.0,198.0,205.0,242.0,246.0,247.0,253.0,273.0,19.0,14.0,18.0,24.0,29.0,32.0,37.0,28.0,22.0,22.0,15.0,18.0,25.0,29.0,24.0,25.0,32.0,39.0,40.0,47.0,52.0,52.0,46.0,48.0,140.0,131.0,131.0,135.0,133.0,134.0,138.0,144.0,160.0,160.0,160.0,163.0
Dagny (77320),https://www.journaldunet.com/management/ville/dagny/ville-77151/sante-social,38.0,nc,nc,nc,8.0,nc,nc,nc,nc,nc,25.0,7.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,5.0,6.0,nc,41.0,42.0,41.0,35.0,33.0,31.0,32.0,32.0,39.0,39.0,41.0,38.0,,,,,,,,,,,,,10.0,6.0,7.0,5.0,6.0,9.0,9.0,10.0,9.0,8.0,13.0,8.0,23.0,24.0,24.0,23.0,21.0,17.0,21.0,19.0,21.0,23.0,23.0,25.0
Champdeuil (77390),https://www.journaldunet.com/management/ville/champdeuil/ville-77081/sante-social,124.0,6.0,nc,nc,19.0,7.0,10.0,5.0,13.0,6.0,87.0,9.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,15.0,8.0,nc,83.0,99.0,101.0,102.0,106.0,107.0,100.0,104.0,107.0,107.0,109.0,124.0,5.0,8.0,9.0,6.0,5.0,6.0,6.0,,,,,,21.0,21.0,27.0,24.0,23.0,23.0,17.0,20.0,16.0,16.0,15.0,19.0,50.0,62.0,63.0,65.0,68.0,74.0,73.0,75.0,78.0,81.0,81.0,87.0
Fouju (77390),https://www.journaldunet.com/management/ville/fouju/ville-77195/sante-social,79.0,5.0,nc,nc,6.0,nc,nc,nc,nc,nc,52.0,5.0,nc,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,13.0,5.0,nc,67.0,58.0,71.0,72.0,73.0,68.0,73.0,73.0,70.0,70.0,72.0,79.0,,,,,,,,,,,,,7.0,,8.0,,,,,,,,6.0,6.0,49.0,46.0,53.0,54.0,55.0,52.0,53.0,52.0,50.0,54.0,54.0,52.0
Cocherel (77440),https://www.journaldunet.com/management/ville/cocherel/ville-77120/sante-social,96.0,9.0,nc,nc,18.0,nc,13.0,nc,15.0,5.0,60.0,11.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,8.0,6.0,nc,76.0,83.0,89.0,93.0,85.0,85.0,75.0,83.0,87.0,88.0,85.0,96.0,,9.0,6.0,8.0,8.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,13.0,19.0,20.0,21.0,20.0,15.0,16.0,15.0,17.0,17.0,20.0,18.0,52.0,57.0,63.0,64.0,63.0,65.0,62.0,60.0,57.0,58.0,58.0,60.0
Esmans (77940),https://www.journaldunet.com/management/ville/esmans/ville-77172/sante-social,111.0,9.0,nc,nc,18.0,nc,9.0,8.0,12.0,6.0,70.0,15.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,18.0,7.0,nc,104.0,109.0,114.0,107.0,102.0,99.0,103.0,114.0,119.0,121.0,110.0,111.0,15.0,12.0,13.0,18.0,18.0,16.0,17.0,17.0,16.0,17.0,12.0,9.0,25.0,32.0,22.0,22.0,22.0,20.0,27.0,23.0,22.0,23.0,18.0,18.0,68.0,72.0,75.0,69.0,66.0,64.0,67.0,71.0,72.0,71.0,71.0,70.0
Favières (77220),https://www.journaldunet.com/management/ville/favieres/ville-77177/sante-social,183.0,15.0,nc,nc,30.0,nc,21.0,16.0,29.0,7.0,94.0,5.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,30.0,20.0,6.0,nc,122.0,123.0,126.0,131.0,137.0,135.0,137.0,144.0,151.0,150.0,163.0,183.0,6.0,7.0,7.0,8.0,8.0,10.0,12.0,12.0,7.0,7.0,11.0,15.0,24.0,25.0,27.0,26.0,28.0,30.0,29.0,22.0,27.0,27.0,36.0,30.0,86.0,85.0,85.0,84.0,96.0,88.0,89.0,84.0,90.0,91.0,91.0,94.0
Bussy-Saint-Georges (77600),https://www.journaldunet.com/management/ville/bussy-saint-georges/ville-77058/sante-social,5270.0,464.0,70.0,394.0,1976.0,1109.0,401.0,466.0,1876.0,100.0,2392.0,322.0,272.0,1101.0,20.0,18.0,15.0,10.0,0.0,3.0,0.0,6.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,855.0,741.0,135.0,80.0,24.0,3917.0,4123.0,4242.0,4177.0,4368.0,4612.0,4580.0,4747.0,4669.0,4760.0,4775.0,5270.0,294.0,329.0,371.0,408.0,470.0,600.0,597.0,393.0,365.0,382.0,409.0,464.0,1339.0,1531.0,1624.0,1604.0,1728.0,1925.0,1948.0,1865.0,1900.0,1942.0,1885.0,1976.0,2335.0,2328.0,2412.0,2370.0,2419.0,2464.0,2475.0,2407.0,2376.0,2375.0,2375.0,2392.0
Coutençon (77154),https://www.journaldunet.com/management/ville/coutencon/ville-77140/sante-social,34.0,nc,nc,nc,6.0,nc,nc,nc,nc,nc,21.0,nc,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,nc,nc,nc,34.0,35.0,35.0,37.0,32.0,37.0,33.0,34.0,34.0,34.0,27.0,34.0,,,,,,,,,,,,,,5.0,6.0,5.0,5.0,6.0,6.0,,,,,,27.0,29.0,27.0,29.0,24.0,25.0,26.0,28.0,27.0,,,21.0
Courpalay (77540),https://www.journaldunet.com/management/ville/courpalay/ville-77135/sante-social,237.0,8.0,nc,nc,26.0,9.0,19.0,8.0,12.0,14.0,142.0,15.0,7.0,53.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,51.0,31.0,5.0,nc,195.0,200.0,199.0,197.0,197.0,186.0,187.0,204.0,204.0,205.0,202.0,237.0,7.0,12.0,12.0,14.0,13.0,8.0,14.0,12.0,12.0,12.0,9.0,8.0,35.0,26.0,30.0,26.0,25.0,25.0,18.0,27.0,30.0,32.0,31.0,26.0,152.0,145.0,144.0,143.0,146.0,141.0,139.0,146.0,139.0,126.0,126.0,142.0
Fontains (77370),https://www.journaldunet.com/management/ville/fontains/ville-77190/sante-social,34.0,5.0,nc,nc,,,,,,,19.0,nc,nc,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,nc,nc,nc,nc,25.0,20.0,25.0,23.0,22.0,27.0,30.0,29.0,26.0,26.0,28.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,15.0,15.0,18.0,20.0,18.0,17.0,19.0,19.0,19.0
Garentreville (77890),https://www.journaldunet.com/management/ville/garentreville/ville-77200/sante-social,13.0,nc,nc,nc,,,,,,,6.0,nc,nc,nc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.0,12.0,11.0,11.0,11.0,9.0,8.0,7.0,6.0,6.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Giremoutiers (77120),https://www.journaldunet.com/management/ville/giremoutiers/ville-77206/sante-social,25.0,nc,nc,nc,,,,,,,14.0,nc,nc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,17.0,16.0,14.0,15.0,12.0,16.0,17.0,17.0,22.0,22.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,9.0,10.0,,,12.0,11.0,14.0,12.0,12.0,14.0
Grisy-sur-Seine (77480),https://www.journaldunet.com/management/ville/grisy-sur-seine/ville-77218/sante-social,25.0,5.0,nc,nc,,,,,,,9.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,nc,nc,nc,nc,18.0,18.0,18.0,16.0,16.0,19.0,21.0,24.0,21.0,21.0,22.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,7.0,6.0,8.0,8.0,10.0,10.0,9.0,11.0,11.0,9.0
Gravon (77118),https://www.journaldunet.com/management/ville/gravon/ville-77212/sante-social,21.0,6.0,nc,nc,,,,,,,10.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.0,15.0,15.0,13.0,16.0,18.0,18.0,21.0,22.0,22.0,25.0,21.0,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,11.0,9.0,8.0,8.0,9.0,10.0,10.0,11.0,10.0,12.0,12.0,10.0
Égligny (77126),https://www.journaldunet.com/management/ville/egligny/ville-77167/sante-social,41.0,5.0,nc,nc,10.0,nc,nc,nc,5.0,5.0,25.0,5.0,nc,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,nc,8.0,6.0,nc,40.0,37.0,35.0,39.0,38.0,41.0,44.0,45.0,42.0,43.0,40.0,41.0,,,,,,,,,,,,,9.0,5.0,5.0,,,7.0,8.0,10.0,8.0,8.0,6.0,10.0,23.0,25.0,23.0,24.0,24.0,26.0,30.0,29.0,24.0,26.0,26.0,25.0
Chauconin-Neufmontiers (77124),https://www.journaldunet.com/management/ville/chauconin-neufmontiers/ville-77335/sante-social,480.0,32.0,6.0,21.0,89.0,72.0,12.0,5.0,72.0,17.0,306.0,42.0,20.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,83.0,57.0,7.0,5.0,263.0,260.0,266.0,287.0,294.0,308.0,342.0,377.0,437.0,436.0,451.0,480.0,19.0,17.0,21.0,17.0,18.0,20.0,22.0,23.0,31.0,31.0,27.0,32.0,55.0,47.0,50.0,46.0,43.0,47.0,54.0,64.0,94.0,96.0,92.0,89.0,194.0,191.0,192.0,206.0,222.0,234.0,260.0,277.0,309.0,311.0,311.0,306.0
Coulommes (77580),https://www.journaldunet.com/management/ville/coulommes/ville-77130/sante-social,69.0,5.0,nc,nc,9.0,nc,nc,nc,8.0,6.0,42.0,7.0,nc,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,13.0,5.0,nc,48.0,51.0,52.0,62.0,57.0,55.0,50.0,54.0,70.0,70.0,75.0,69.0,,,,,,,,,,,,,10.0,12.0,13.0,17.0,14.0,11.0,14.0,11.0,10.0,10.0,10.0,9.0,34.0,36.0,38.0,40.0,39.0,39.0,36.0,37.0,45.0,47.0,47.0,42.0
Gurcy-le-Châtel (77520),https://www.journaldunet.com/management/ville/gurcy-le-chatel/ville-77223/sante-social,84.0,5.0,nc,nc,11.0,nc,6.0,nc,8.0,5.0,48.0,9.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,8.0,7.0,nc,75.0,80.0,83.0,85.0,75.0,80.0,79.0,80.0,74.0,77.0,80.0,84.0,,,,,,,,,,,,,17.0,19.0,17.0,17.0,15.0,16.0,15.0,18.0,16.0,18.0,13.0,11.0,59.0,66.0,66.0,63.0,54.0,56.0,59.0,59.0,52.0,52.0,52.0,48.0
La Tombe (77130),https://www.journaldunet.com/management/ville/la-tombe/ville-77467/sante-social,32.0,5.0,nc,nc,,,,,,,13.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,nc,5.0,nc,nc,29.0,32.0,30.0,30.0,28.0,28.0,27.0,34.0,35.0,35.0,29.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,20.0,20.0,20.0,21.0,20.0,18.0,22.0,18.0,14.0,14.0,13.0
Jouy-sur-Morin (77320),https://www.journaldunet.com/management/ville/jouy-sur-morin/ville-77240/sante-social,341.0,48.0,5.0,43.0,95.0,41.0,37.0,17.0,82.0,13.0,171.0,32.0,18.0,104.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,61.0,25.0,8.0,nc,287.0,297.0,310.0,313.0,304.0,305.0,318.0,335.0,318.0,324.0,324.0,341.0,38.0,40.0,35.0,46.0,49.0,55.0,60.0,55.0,49.0,52.0,53.0,48.0,109.0,108.0,111.0,103.0,100.0,103.0,103.0,102.0,93.0,96.0,94.0,95.0,161.0,172.0,175.0,172.0,182.0,179.0,174.0,170.0,171.0,177.0,177.0,171.0
La Chapelle-Gauthier (77720),https://www.journaldunet.com/management/ville/la-chapelle-gauthier/ville-77086/sante-social,237.0,10.0,5.0,6.0,65.0,43.0,15.0,7.0,54.0,11.0,111.0,20.0,15.0,54.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,24.0,5.0,nc,216.0,218.0,222.0,225.0,225.0,216.0,228.0,237.0,225.0,225.0,220.0,237.0,15.0,21.0,23.0,18.0,21.0,24.0,32.0,18.0,11.0,11.0,14.0,10.0,77.0,66.0,70.0,66.0,64.0,67.0,64.0,65.0,68.0,69.0,69.0,65.0,143.0,144.0,144.0,149.0,144.0,140.0,135.0,137.0,140.0,117.0,117.0,111.0
Le Plessis-Feu-Aussoux (77540),https://www.journaldunet.com/management/ville/le-plessis-feu-aussoux/ville-77365/sante-social,86.0,6.0,nc,nc,10.0,nc,8.0,nc,6.0,7.0,52.0,11.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,9.0,6.0,nc,75.0,76.0,72.0,66.0,64.0,70.0,70.0,81.0,86.0,88.0,83.0,86.0,,,,,,5.0,6.0,,,,,,15.0,12.0,14.0,11.0,10.0,13.0,11.0,10.0,8.0,9.0,10.0,10.0,56.0,59.0,58.0,54.0,48.0,49.0,49.0,51.0,56.0,56.0,56.0,52.0
Jaignes (77440),https://www.journaldunet.com/management/ville/jaignes/ville-77235/sante-social,39.0,6.0,nc,nc,7.0,nc,nc,nc,nc,nc,17.0,nc,nc,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,nc,5.0,nc,nc,32.0,28.0,25.0,26.0,29.0,28.0,35.0,33.0,38.0,39.0,34.0,39.0,,,,,,,8.0,5.0,7.0,6.0,,,5.0,5.0,5.0,6.0,7.0,6.0,8.0,8.0,10.0,10.0,5.0,7.0,23.0,23.0,19.0,15.0,17.0,20.0,20.0,17.0,19.0,21.0,21.0,17.0
La Chapelle-Saint-Sulpice (77160),https://www.journaldunet.com/management/ville/la-chapelle-saint-sulpice/ville-77090/sante-social,35.0,nc,nc,nc,,,,,,,24.0,5.0,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,6.0,nc,31.0,32.0,31.0,30.0,32.0,36.0,36.0,42.0,37.0,38.0,36.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,26.0,23.0,25.0,,29.0,29.0,31.0,28.0,27.0,27.0,24.0
Ichy (77890),https://www.journaldunet.com/management/ville/ichy/ville-77230/sante-social,13.0,nc,nc,nc,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,20.0,21.0,21.0,23.0,19.0,18.0,16.0,13.0,13.0,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesches (77450),https://www.journaldunet.com/management/ville/lesches/ville-77248/sante-social,94.0,6.0,nc,nc,,,,,,,49.0,5.0,nc,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,11.0,12.0,10.0,nc,68.0,69.0,74.0,78.0,82.0,85.0,82.0,83.0,88.0,90.0,90.0,94.0,,,,,,,6.0,5.0,,6.0,,,,,,,,,,,,,,,54.0,56.0,57.0,59.0,58.0,62.0,59.0,52.0,52.0,55.0,55.0,49.0
Les Chapelles-Bourbon (77610),https://www.journaldunet.com/management/ville/les-chapelles-bourbon/ville-77091/sante-social,81.0,10.0,nc,nc,11.0,nc,nc,5.0,nc,nc,59.0,7.0,nc,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,8.0,8.0,nc,66.0,62.0,58.0,65.0,59.0,49.0,53.0,61.0,70.0,70.0,70.0,81.0,,,,,,,6.0,,7.0,6.0,7.0,10.0,10.0,8.0,7.0,7.0,7.0,6.0,,,5.0,5.0,5.0,11.0,51.0,48.0,47.0,49.0,48.0,39.0,42.0,44.0,48.0,52.0,52.0,59.0
